movement_id,movement_date,sku,warehouse_id,movement_type,quantity,reference_id,notes
MOV00000285,2026-04-01,SKU01072,WH001,receipt,171,PO_INIT_WH001,Initial stock-up
MOV00000286,2026-04-01,SKU01072,WH002,receipt,187,PO_INIT_WH002,Initial stock-up
MOV00000287,2026-04-01,SKU01072,WH003,receipt,152,PO_INIT_WH003,Initial stock-up
MOV00000288,2026-04-01,SKU01072,WH004,receipt,77,PO_INIT_WH004,Initial stock-up
MOV00000289,2026-04-01,SKU01073,WH001,receipt,111,PO_INIT_WH001,Initial stock-up
MOV00000290,2026-04-01,SKU01073,WH002,receipt,126,PO_INIT_WH002,Initial stock-up
MOV00000291,2026-04-01,SKU01073,WH003,receipt,131,PO_INIT_WH003,Initial stock-up
MOV00000292,2026-04-01,SKU01073,WH004,receipt,64,PO_INIT_WH004,Initial stock-up
MOV00000293,2026-04-01,SKU01074,WH001,receipt,105,PO_INIT_WH001,Initial stock-up
MOV00000294,2026-04-01,SKU01074,WH002,receipt,89,PO_INIT_WH002,Initial stock-up
MOV00000295,2026-04-01,SKU01074,WH003,receipt,62,PO_INIT_WH003,Initial stock-up
MOV00000296,2026-04-01,SKU01074,WH004,receipt,124,PO_INIT_WH004,Initial stock-up
MOV00000297,2026-04-01,SKU01075,WH001,receipt,63,PO_INIT_WH001,Initial stock-up
MOV00000298,2026-04-01,SKU01075,WH002,receipt,126,PO_INIT_WH002,Initial stock-up
MOV00000299,2026-04-01,SKU01075,WH003,receipt,155,PO_INIT_WH003,Initial stock-up
MOV00000300,2026-04-01,SKU01075,WH004,receipt,156,PO_INIT_WH004,Initial stock-up
MOV00000301,2026-04-01,SKU01076,WH001,receipt,86,PO_INIT_WH001,Initial stock-up
MOV00000302,2026-04-01,SKU01076,WH002,receipt,167,PO_INIT_WH002,Initial stock-up
MOV00000303,2026-04-01,SKU01076,WH003,receipt,165,PO_INIT_WH003,Initial stock-up
MOV00000304,2026-04-01,SKU01076,WH004,receipt,52,PO_INIT_WH004,Initial stock-up
MOV00000305,2026-04-01,SKU01077,WH001,receipt,50,PO_INIT_WH001,Initial stock-up
MOV00000306,2026-04-01,SKU01077,WH002,receipt,170,PO_INIT_WH002,Initial stock-up
MOV00000307,2026-04-01,SKU01077,WH003,receipt,92,PO_INIT_WH003,Initial stock-up
MOV00000308,2026-04-01,SKU01077,WH004,receipt,53,PO_INIT_WH004,Initial stock-up
MOV00000309,2026-04-01,SKU01078,WH001,receipt,189,PO_INIT_WH001,Initial stock-up
MOV00000310,2026-04-01,SKU01078,WH002,receipt,152,PO_INIT_WH002,Initial stock-up
MOV00000311,2026-04-01,SKU01078,WH003,receipt,91,PO_INIT_WH003,Initial stock-up
MOV00000312,2026-04-01,SKU01078,WH004,receipt,114,PO_INIT_WH004,Initial stock-up
MOV00000313,2026-04-01,SKU01079,WH001,receipt,53,PO_INIT_WH001,Initial stock-up
MOV00000314,2026-04-01,SKU01079,WH002,receipt,174,PO_INIT_WH002,Initial stock-up
MOV00000315,2026-04-01,SKU01079,WH003,receipt,157,PO_INIT_WH003,Initial stock-up
MOV00000316,2026-04-01,SKU01079,WH004,receipt,129,PO_INIT_WH004,Initial stock-up
MOV00000317,2026-04-01,SKU01080,WH001,receipt,152,PO_INIT_WH001,Initial stock-up
MOV00000318,2026-04-01,SKU01080,WH002,receipt,189,PO_INIT_WH002,Initial stock-up
MOV00000319,2026-04-01,SKU01080,WH003,receipt,144,PO_INIT_WH003,Initial stock-up
MOV00000320,2026-04-01,SKU01080,WH004,receipt,176,PO_INIT_WH004,Initial stock-up
MOV00000321,2026-04-01,SKU01081,WH001,receipt,109,PO_INIT_WH001,Initial stock-up
MOV00000322,2026-04-01,SKU01081,WH002,receipt,117,PO_INIT_WH002,Initial stock-up
MOV00000323,2026-04-01,SKU01081,WH003,receipt,132,PO_INIT_WH003,Initial stock-up
MOV00000324,2026-04-01,SKU01081,WH004,receipt,156,PO_INIT_WH004,Initial stock-up
MOV00000325,2026-04-01,SKU01082,WH001,receipt,68,PO_INIT_WH001,Initial stock-up
MOV00000326,2026-04-01,SKU01082,WH002,receipt,64,PO_INIT_WH002,Initial stock-up
MOV00000327,2026-04-01,SKU01082,WH003,receipt,57,PO_INIT_WH003,Initial stock-up
MOV00000328,2026-04-01,SKU01082,WH004,receipt,192,PO_INIT_WH004,Initial stock-up
MOV00000329,2026-04-01,SKU01083,WH001,receipt,137,PO_INIT_WH001,Initial stock-up
MOV00000330,2026-04-01,SKU01083,WH002,receipt,61,PO_INIT_WH002,Initial stock-up
MOV00000331,2026-04-01,SKU01083,WH003,receipt,101,PO_INIT_WH003,Initial stock-up
MOV00000332,2026-04-01,SKU01083,WH004,receipt,66,PO_INIT_WH004,Initial stock-up
MOV00000333,2026-04-01,SKU01084,WH001,receipt,70,PO_INIT_WH001,Initial stock-up
MOV00000334,2026-04-01,SKU01084,WH002,receipt,189,PO_INIT_WH002,Initial stock-up
MOV00000335,2026-04-01,SKU01084,WH003,receipt,134,PO_INIT_WH003,Initial stock-up
MOV00000336,2026-04-01,SKU01084,WH004,receipt,165,PO_INIT_WH004,Initial stock-up
MOV00000337,2026-04-01,SKU01085,WH001,receipt,167,PO_INIT_WH001,Initial stock-up
MOV00000338,2026-04-01,SKU01085,WH002,receipt,130,PO_INIT_WH002,Initial stock-up
MOV00000339,2026-04-01,SKU01085,WH003,receipt,58,PO_INIT_WH003,Initial stock-up
MOV00000340,2026-04-01,SKU01085,WH004,receipt,55,PO_INIT_WH004,Initial stock-up
MOV00000341,2026-04-01,SKU01086,WH001,receipt,100,PO_INIT_WH001,Initial stock-up
MOV00000342,2026-04-01,SKU01086,WH002,receipt,70,PO_INIT_WH002,Initial stock-up
MOV00000343,2026-04-01,SKU01086,WH003,receipt,161,PO_INIT_WH003,Initial stock-up
MOV00000344,2026-04-01,SKU01086,WH004,receipt,172,PO_INIT_WH004,Initial stock-up
MOV00000345,2026-04-01,SKU01087,WH001,receipt,178,PO_INIT_WH001,Initial stock-up
MOV00000346,2026-04-01,SKU01087,WH002,receipt,81,PO_INIT_WH002,Initial stock-up
MOV00000347,2026-04-01,SKU01087,WH003,receipt,200,PO_INIT_WH003,Initial stock-up
MOV00000348,2026-04-01,SKU01087,WH004,receipt,82,PO_INIT_WH004,Initial stock-up
MOV00000349,2026-04-01,SKU01088,WH001,receipt,187,PO_INIT_WH001,Initial stock-up
MOV00000350,2026-04-01,SKU01088,WH002,receipt,60,PO_INIT_WH002,Initial stock-up
MOV00000351,2026-04-01,SKU01088,WH003,receipt,80,PO_INIT_WH003,Initial stock-up
MOV00000352,2026-04-01,SKU01088,WH004,receipt,115,PO_INIT_WH004,Initial stock-up
MOV00000353,2026-04-01,SKU01089,WH001,receipt,191,PO_INIT_WH001,Initial stock-up
MOV00000354,2026-04-01,SKU01089,WH002,receipt,158,PO_INIT_WH002,Initial stock-up
MOV00000355,2026-04-01,SKU01089,WH003,receipt,68,PO_INIT_WH003,Initial stock-up
MOV00000356,2026-04-01,SKU01089,WH004,receipt,96,PO_INIT_WH004,Initial stock-up
MOV00000357,2026-04-01,SKU01090,WH001,receipt,67,PO_INIT_WH001,Initial stock-up
MOV00000358,2026-04-01,SKU01090,WH002,receipt,147,PO_INIT_WH002,Initial stock-up
MOV00000359,2026-04-01,SKU01090,WH003,receipt,143,PO_INIT_WH003,Initial stock-up
MOV00000360,2026-04-01,SKU01090,WH004,receipt,189,PO_INIT_WH004,Initial stock-up
MOV00000361,2026-04-01,SKU01091,WH001,receipt,96,PO_INIT_WH001,Initial stock-up
MOV00000362,2026-04-01,SKU01091,WH002,receipt,146,PO_INIT_WH002,Initial stock-up
MOV00000363,2026-04-01,SKU01091,WH003,receipt,173,PO_INIT_WH003,Initial stock-up
MOV00000364,2026-04-01,SKU01091,WH004,receipt,137,PO_INIT_WH004,Initial stock-up
MOV00000365,2026-04-01,SKU01092,WH001,receipt,130,PO_INIT_WH001,Initial stock-up
MOV00000366,2026-04-01,SKU01092,WH002,receipt,123,PO_INIT_WH002,Initial stock-up
MOV00000367,2026-04-01,SKU01092,WH003,receipt,80,PO_INIT_WH003,Initial stock-up
MOV00000368,2026-04-01,SKU01092,WH004,receipt,109,PO_INIT_WH004,Initial stock-up
MOV00000369,2026-04-01,SKU01093,WH001,receipt,57,PO_INIT_WH001,Initial stock-up
MOV00000370,2026-04-01,SKU01093,WH002,receipt,185,PO_INIT_WH002,Initial stock-up
MOV00000371,2026-04-01,SKU01093,WH003,receipt,67,PO_INIT_WH003,Initial stock-up
MOV00000372,2026-04-01,SKU01093,WH004,receipt,112,PO_INIT_WH004,Initial stock-up
MOV00000373,2026-04-01,SKU01094,WH001,receipt,197,PO_INIT_WH001,Initial stock-up
MOV00000374,2026-04-01,SKU01094,WH002,receipt,95,PO_INIT_WH002,Initial stock-up
MOV00000375,2026-04-01,SKU01094,WH003,receipt,162,PO_INIT_WH003,Initial stock-up
MOV00000376,2026-04-01,SKU01094,WH004,receipt,191,PO_INIT_WH004,Initial stock-up
MOV00000377,2026-04-01,SKU01095,WH001,receipt,122,PO_INIT_WH001,Initial stock-up
MOV00000378,2026-04-01,SKU01095,WH002,receipt,120,PO_INIT_WH002,Initial stock-up
MOV00000379,2026-04-01,SKU01095,WH003,receipt,173,PO_INIT_WH003,Initial stock-up
MOV00000380,2026-04-01,SKU01095,WH004,receipt,107,PO_INIT_WH004,Initial stock-up
MOV00000381,2026-04-01,SKU01096,WH001,receipt,117,PO_INIT_WH001,Initial stock-up
MOV00000382,2026-04-01,SKU01096,WH002,receipt,151,PO_INIT_WH002,Initial stock-up
MOV00000383,2026-04-01,SKU01096,WH003,receipt,127,PO_INIT_WH003,Initial stock-up
MOV00000384,2026-04-01,SKU01096,WH004,receipt,52,PO_INIT_WH004,Initial stock-up
MOV00000385,2026-04-01,SKU01097,WH001,receipt,153,PO_INIT_WH001,Initial stock-up
MOV00000386,2026-04-01,SKU01097,WH002,receipt,98,PO_INIT_WH002,Initial stock-up
MOV00000387,2026-04-01,SKU01097,WH003,receipt,114,PO_INIT_WH003,Initial stock-up
MOV00000388,2026-04-01,SKU01097,WH004,receipt,52,PO_INIT_WH004,Initial stock-up
MOV00000389,2026-04-01,SKU01098,WH001,receipt,133,PO_INIT_WH001,Initial stock-up
MOV00000390,2026-04-01,SKU01098,WH002,receipt,119,PO_INIT_WH002,Initial stock-up
MOV00000391,2026-04-01,SKU01098,WH003,receipt,160,PO_INIT_WH003,Initial stock-up
MOV00000392,2026-04-01,SKU01098,WH004,receipt,98,PO_INIT_WH004,Initial stock-up
MOV00000393,2026-04-01,SKU01099,WH001,receipt,113,PO_INIT_WH001,Initial stock-up
MOV00000394,2026-04-01,SKU01099,WH002,receipt,191,PO_INIT_WH002,Initial stock-up
MOV00000395,2026-04-01,SKU01099,WH003,receipt,99,PO_INIT_WH003,Initial stock-up
MOV00000396,2026-04-01,SKU01099,WH004,receipt,59,PO_INIT_WH004,Initial stock-up
MOV00000397,2026-04-01,SKU01100,WH001,receipt,74,PO_INIT_WH001,Initial stock-up
MOV00000398,2026-04-01,SKU01100,WH002,receipt,84,PO_INIT_WH002,Initial stock-up
MOV00000399,2026-04-01,SKU01100,WH003,receipt,54,PO_INIT_WH003,Initial stock-up
MOV00000400,2026-04-01,SKU01100,WH004,receipt,193,PO_INIT_WH004,Initial stock-up
MOV00000401,2026-04-01,SKU01101,WH001,receipt,116,PO_INIT_WH001,Initial stock-up
MOV00000402,2026-04-01,SKU01101,WH002,receipt,196,PO_INIT_WH002,Initial stock-up
MOV00000403,2026-04-01,SKU01101,WH003,receipt,84,PO_INIT_WH003,Initial stock-up
MOV00000404,2026-04-01,SKU01101,WH004,receipt,110,PO_INIT_WH004,Initial stock-up
MOV00000405,2026-04-01,SKU01102,WH001,receipt,74,PO_INIT_WH001,Initial stock-up
MOV00000406,2026-04-01,SKU01102,WH002,receipt,53,PO_INIT_WH002,Initial stock-up
MOV00000407,2026-04-01,SKU01102,WH003,receipt,134,PO_INIT_WH003,Initial stock-up
MOV00000408,2026-04-01,SKU01102,WH004,receipt,111,PO_INIT_WH004,Initial stock-up
MOV00000409,2026-04-01,SKU01103,WH001,receipt,123,PO_INIT_WH001,Initial stock-up
MOV00000410,2026-04-01,SKU01103,WH002,receipt,152,PO_INIT_WH002,Initial stock-up
MOV00000411,2026-04-01,SKU01103,WH003,receipt,64,PO_INIT_WH003,Initial stock-up
MOV00000412,2026-04-01,SKU01103,WH004,receipt,154,PO_INIT_WH004,Initial stock-up
MOV00000413,2026-04-01,SKU01104,WH001,receipt,138,PO_INIT_WH001,Initial stock-up
MOV00000414,2026-04-01,SKU01104,WH002,receipt,128,PO_INIT_WH002,Initial stock-up
MOV00000415,2026-04-01,SKU01104,WH003,receipt,146,PO_INIT_WH003,Initial stock-up
MOV00000416,2026-04-01,SKU01104,WH004,receipt,126,PO_INIT_WH004,Initial stock-up
MOV00000417,2026-04-01,SKU01105,WH001,receipt,164,PO_INIT_WH001,Initial stock-up
MOV00000418,2026-04-01,SKU01105,WH002,receipt,61,PO_INIT_WH002,Initial stock-up
MOV00000419,2026-04-01,SKU01105,WH003,receipt,141,PO_INIT_WH003,Initial stock-up
MOV00000420,2026-04-01,SKU01105,WH004,receipt,149,PO_INIT_WH004,Initial stock-up
MOV00000421,2026-04-01,SKU01106,WH001,receipt,165,PO_INIT_WH001,Initial stock-up
MOV00000422,2026-04-01,SKU01106,WH002,receipt,86,PO_INIT_WH002,Initial stock-up
MOV00000423,2026-04-01,SKU01106,WH003,receipt,187,PO_INIT_WH003,Initial stock-up
MOV00000424,2026-04-01,SKU01106,WH004,receipt,145,PO_INIT_WH004,Initial stock-up
MOV00000425,2026-04-01,SKU01107,WH001,receipt,112,PO_INIT_WH001,Initial stock-up
MOV00000426,2026-04-01,SKU01107,WH002,receipt,155,PO_INIT_WH002,Initial stock-up
MOV00000427,2026-04-01,SKU01107,WH003,receipt,171,PO_INIT_WH003,Initial stock-up
MOV00000428,2026-04-01,SKU01107,WH004,receipt,119,PO_INIT_WH004,Initial stock-up
MOV00000429,2026-04-01,SKU01108,WH001,receipt,148,PO_INIT_WH001,Initial stock-up
MOV00000430,2026-04-01,SKU01108,WH002,receipt,78,PO_INIT_WH002,Initial stock-up
MOV00000431,2026-04-01,SKU01108,WH003,receipt,63,PO_INIT_WH003,Initial stock-up
MOV00000432,2026-04-01,SKU01108,WH004,receipt,186,PO_INIT_WH004,Initial stock-up
MOV00000433,2026-04-01,SKU01109,WH001,receipt,153,PO_INIT_WH001,Initial stock-up
MOV00000434,2026-04-01,SKU01109,WH002,receipt,174,PO_INIT_WH002,Initial stock-up
MOV00000435,2026-04-01,SKU01109,WH003,receipt,59,PO_INIT_WH003,Initial stock-up
MOV00000436,2026-04-01,SKU01109,WH004,receipt,150,PO_INIT_WH004,Initial stock-up
MOV00000437,2026-04-01,SKU01110,WH001,receipt,188,PO_INIT_WH001,Initial stock-up
MOV00000438,2026-04-01,SKU01110,WH002,receipt,120,PO_INIT_WH002,Initial stock-up
MOV00000439,2026-04-01,SKU01110,WH003,receipt,182,PO_INIT_WH003,Initial stock-up
MOV00000440,2026-04-01,SKU01110,WH004,receipt,78,PO_INIT_WH004,Initial stock-up
MOV00000441,2026-04-01,SKU01111,WH001,receipt,104,PO_INIT_WH001,Initial stock-up
MOV00000442,2026-04-01,SKU01111,WH002,receipt,169,PO_INIT_WH002,Initial stock-up
MOV00000443,2026-04-01,SKU01111,WH003,receipt,176,PO_INIT_WH003,Initial stock-up
MOV00000444,2026-04-01,SKU01111,WH004,receipt,113,PO_INIT_WH004,Initial stock-up
MOV00000445,2026-04-01,SKU01112,WH001,receipt,107,PO_INIT_WH001,Initial stock-up
MOV00000446,2026-04-01,SKU01112,WH002,receipt,135,PO_INIT_WH002,Initial stock-up
MOV00000447,2026-04-01,SKU01112,WH003,receipt,190,PO_INIT_WH003,Initial stock-up
MOV00000448,2026-04-01,SKU01112,WH004,receipt,181,PO_INIT_WH004,Initial stock-up
MOV00000449,2026-04-01,SKU01113,WH001,receipt,200,PO_INIT_WH001,Initial stock-up
MOV00000450,2026-04-01,SKU01113,WH002,receipt,91,PO_INIT_WH002,Initial stock-up
MOV00000451,2026-04-01,SKU01113,WH003,receipt,107,PO_INIT_WH003,Initial stock-up
MOV00000452,2026-04-01,SKU01113,WH004,receipt,50,PO_INIT_WH004,Initial stock-up
MOV00000453,2026-04-01,SKU01114,WH001,receipt,84,PO_INIT_WH001,Initial stock-up
MOV00000454,2026-04-01,SKU01114,WH002,receipt,159,PO_INIT_WH002,Initial stock-up
MOV00000455,2026-04-01,SKU01114,WH003,receipt,55,PO_INIT_WH003,Initial stock-up
MOV00000456,2026-04-01,SKU01114,WH004,receipt,99,PO_INIT_WH004,Initial stock-up
MOV00000457,2026-04-01,SKU01115,WH001,receipt,64,PO_INIT_WH001,Initial stock-up
MOV00000458,2026-04-01,SKU01115,WH002,receipt,99,PO_INIT_WH002,Initial stock-up
MOV00000459,2026-04-01,SKU01115,WH003,receipt,173,PO_INIT_WH003,Initial stock-up
MOV00000460,2026-04-01,SKU01115,WH004,receipt,189,PO_INIT_WH004,Initial stock-up
MOV00000461,2026-04-01,SKU01116,WH001,receipt,54,PO_INIT_WH001,Initial stock-up
MOV00000462,2026-04-01,SKU01116,WH002,receipt,118,PO_INIT_WH002,Initial stock-up
MOV00000463,2026-04-01,SKU01116,WH003,receipt,190,PO_INIT_WH003,Initial stock-up
MOV00000464,2026-04-01,SKU01116,WH004,receipt,53,PO_INIT_WH004,Initial stock-up
MOV00000465,2026-04-01,SKU01117,WH001,receipt,130,PO_INIT_WH001,Initial stock-up
MOV00000466,2026-04-01,SKU01117,WH002,receipt,196,PO_INIT_WH002,Initial stock-up
MOV00000467,2026-04-01,SKU01117,WH003,receipt,120,PO_INIT_WH003,Initial stock-up
MOV00000468,2026-04-01,SKU01117,WH004,receipt,159,PO_INIT_WH004,Initial stock-up
MOV00000469,2026-04-01,SKU01118,WH001,receipt,101,PO_INIT_WH001,Initial stock-up
MOV00000470,2026-04-01,SKU01118,WH002,receipt,122,PO_INIT_WH002,Initial stock-up
MOV00000471,2026-04-01,SKU01118,WH003,receipt,122,PO_INIT_WH003,Initial stock-up
MOV00000472,2026-04-01,SKU01118,WH004,receipt,151,PO_INIT_WH004,Initial stock-up
MOV00000473,2026-04-01,SKU01119,WH001,receipt,163,PO_INIT_WH001,Initial stock-up
MOV00000474,2026-04-01,SKU01119,WH002,receipt,93,PO_INIT_WH002,Initial stock-up
MOV00000475,2026-04-01,SKU01119,WH003,receipt,104,PO_INIT_WH003,Initial stock-up
MOV00000476,2026-04-01,SKU01119,WH004,receipt,59,PO_INIT_WH004,Initial stock-up
MOV00000477,2026-04-01,SKU01120,WH001,receipt,60,PO_INIT_WH001,Initial stock-up
MOV00000478,2026-04-01,SKU01120,WH002,receipt,151,PO_INIT_WH002,Initial stock-up
MOV00000479,2026-04-01,SKU01120,WH003,receipt,128,PO_INIT_WH003,Initial stock-up
MOV00000480,2026-04-01,SKU01120,WH004,receipt,78,PO_INIT_WH004,Initial stock-up
MOV00000481,2026-04-01,SKU01121,WH001,receipt,132,PO_INIT_WH001,Initial stock-up
MOV00000482,2026-04-01,SKU01121,WH002,receipt,177,PO_INIT_WH002,Initial stock-up
MOV00000483,2026-04-01,SKU01121,WH003,receipt,101,PO_INIT_WH003,Initial stock-up
MOV00000484,2026-04-01,SKU01121,WH004,receipt,198,PO_INIT_WH004,Initial stock-up
MOV00000485,2026-04-01,SKU01122,WH001,receipt,164,PO_INIT_WH001,Initial stock-up
MOV00000486,2026-04-01,SKU01122,WH002,receipt,141,PO_INIT_WH002,Initial stock-up
MOV00000487,2026-04-01,SKU01122,WH003,receipt,57,PO_INIT_WH003,Initial stock-up
MOV00000488,2026-04-01,SKU01122,WH004,receipt,65,PO_INIT_WH004,Initial stock-up
MOV00000489,2026-04-01,SKU01123,WH001,receipt,193,PO_INIT_WH001,Initial stock-up
MOV00000490,2026-04-01,SKU01123,WH002,receipt,152,PO_INIT_WH002,Initial stock-up
MOV00000491,2026-04-01,SKU01123,WH003,receipt,125,PO_INIT_WH003,Initial stock-up
MOV00000492,2026-04-01,SKU01123,WH004,receipt,191,PO_INIT_WH004,Initial stock-up
MOV00000493,2026-04-01,SKU01124,WH001,receipt,132,PO_INIT_WH001,Initial stock-up
MOV00000494,2026-04-01,SKU01124,WH002,receipt,151,PO_INIT_WH002,Initial stock-up
MOV00000495,2026-04-01,SKU01124,WH003,receipt,164,PO_INIT_WH003,Initial stock-up
MOV00000496,2026-04-01,SKU01124,WH004,receipt,124,PO_INIT_WH004,Initial stock-up
MOV00000497,2026-04-01,SKU01125,WH001,receipt,118,PO_INIT_WH001,Initial stock-up
MOV00000498,2026-04-01,SKU01125,WH002,receipt,146,PO_INIT_WH002,Initial stock-up
MOV00000499,2026-04-01,SKU01125,WH003,receipt,80,PO_INIT_WH003,Initial stock-up
MOV00000500,2026-04-01,SKU01125,WH004,receipt,84,PO_INIT_WH004,Initial stock-up
MOV00000501,2026-04-01,SKU01126,WH001,receipt,87,PO_INIT_WH001,Initial stock-up
MOV00000502,2026-04-01,SKU01126,WH002,receipt,124,PO_INIT_WH002,Initial stock-up
MOV00000503,2026-04-01,SKU01126,WH003,receipt,114,PO_INIT_WH003,Initial stock-up
MOV00000504,2026-04-01,SKU01126,WH004,receipt,167,PO_INIT_WH004,Initial stock-up
MOV00000505,2026-04-01,SKU01127,WH001,receipt,97,PO_INIT_WH001,Initial stock-up
MOV00000506,2026-04-01,SKU01127,WH002,receipt,88,PO_INIT_WH002,Initial stock-up
MOV00000507,2026-04-01,SKU01127,WH003,receipt,171,PO_INIT_WH003,Initial stock-up
MOV00000508,2026-04-01,SKU01127,WH004,receipt,69,PO_INIT_WH004,Initial stock-up
MOV00000509,2026-04-01,SKU01128,WH001,receipt,130,PO_INIT_WH001,Initial stock-up
MOV00000510,2026-04-01,SKU01128,WH002,receipt,149,PO_INIT_WH002,Initial stock-up
MOV00000511,2026-04-01,SKU01128,WH003,receipt,190,PO_INIT_WH003,Initial stock-up
MOV00000512,2026-04-01,SKU01128,WH004,receipt,69,PO_INIT_WH004,Initial stock-up
MOV00000513,2026-04-01,SKU01129,WH001,receipt,153,PO_INIT_WH001,Initial stock-up
MOV00000514,2026-04-01,SKU01129,WH002,receipt,178,PO_INIT_WH002,Initial stock-up
MOV00000515,2026-04-01,SKU01129,WH003,receipt,184,PO_INIT_WH003,Initial stock-up
MOV00000516,2026-04-01,SKU01129,WH004,receipt,87,PO_INIT_WH004,Initial stock-up
MOV00000517,2026-04-01,SKU01130,WH001,receipt,113,PO_INIT_WH001,Initial stock-up
MOV00000518,2026-04-01,SKU01130,WH002,receipt,102,PO_INIT_WH002,Initial stock-up
MOV00000519,2026-04-01,SKU01130,WH003,receipt,57,PO_INIT_WH003,Initial stock-up
MOV00000520,2026-04-01,SKU01130,WH004,receipt,74,PO_INIT_WH004,Initial stock-up
MOV00000521,2026-04-01,SKU01131,WH001,receipt,105,PO_INIT_WH001,Initial stock-up
MOV00000522,2026-04-01,SKU01131,WH002,receipt,180,PO_INIT_WH002,Initial stock-up
MOV00000523,2026-04-01,SKU01131,WH003,receipt,186,PO_INIT_WH003,Initial stock-up
MOV00000524,2026-04-01,SKU01131,WH004,receipt,72,PO_INIT_WH004,Initial stock-up
MOV00000525,2026-04-01,SKU01132,WH001,receipt,193,PO_INIT_WH001,Initial stock-up
MOV00000526,2026-04-01,SKU01132,WH002,receipt,115,PO_INIT_WH002,Initial stock-up
MOV00000527,2026-04-01,SKU01132,WH003,receipt,200,PO_INIT_WH003,Initial stock-up
MOV00000528,2026-04-01,SKU01132,WH004,receipt,200,PO_INIT_WH004,Initial stock-up
MOV00000529,2026-04-01,SKU01133,WH001,receipt,130,PO_INIT_WH001,Initial stock-up
MOV00000530,2026-04-01,SKU01133,WH002,receipt,169,PO_INIT_WH002,Initial stock-up
MOV00000531,2026-04-01,SKU01133,WH003,receipt,198,PO_INIT_WH003,Initial stock-up
MOV00000532,2026-04-01,SKU01133,WH004,receipt,121,PO_INIT_WH004,Initial stock-up
MOV00000533,2026-04-01,SKU01134,WH001,receipt,148,PO_INIT_WH001,Initial stock-up
MOV00000534,2026-04-01,SKU01134,WH002,receipt,153,PO_INIT_WH002,Initial stock-up
MOV00000535,2026-04-01,SKU01134,WH003,receipt,129,PO_INIT_WH003,Initial stock-up
MOV00000536,2026-04-01,SKU01134,WH004,receipt,154,PO_INIT_WH004,Initial stock-up
MOV00000537,2026-04-01,SKU01135,WH001,receipt,193,PO_INIT_WH001,Initial stock-up
MOV00000538,2026-04-01,SKU01135,WH002,receipt,82,PO_INIT_WH002,Initial stock-up
MOV00000539,2026-04-01,SKU01135,WH003,receipt,110,PO_INIT_WH003,Initial stock-up
MOV00000540,2026-04-01,SKU01135,WH004,receipt,89,PO_INIT_WH004,Initial stock-up
MOV00000541,2026-04-01,SKU01136,WH001,receipt,87,PO_INIT_WH001,Initial stock-up
MOV00000542,2026-04-01,SKU01136,WH002,receipt,95,PO_INIT_WH002,Initial stock-up
MOV00000543,2026-04-01,SKU01136,WH003,receipt,169,PO_INIT_WH003,Initial stock-up
MOV00000544,2026-04-01,SKU01136,WH004,receipt,141,PO_INIT_WH004,Initial stock-up
MOV00000545,2026-04-01,SKU01137,WH001,receipt,133,PO_INIT_WH001,Initial stock-up
MOV00000546,2026-04-01,SKU01137,WH002,receipt,105,PO_INIT_WH002,Initial stock-up
MOV00000547,2026-04-01,SKU01137,WH003,receipt,184,PO_INIT_WH003,Initial stock-up
MOV00000548,2026-04-01,SKU01137,WH004,receipt,166,PO_INIT_WH004,Initial stock-up
MOV00000549,2026-04-01,SKU01138,WH001,receipt,141,PO_INIT_WH001,Initial stock-up
MOV00000550,2026-04-01,SKU01138,WH002,receipt,63,PO_INIT_WH002,Initial stock-up
MOV00000551,2026-04-01,SKU01138,WH003,receipt,195,PO_INIT_WH003,Initial stock-up
MOV00000552,2026-04-01,SKU01138,WH004,receipt,90,PO_INIT_WH004,Initial stock-up
MOV00000553,2026-04-01,SKU01139,WH001,receipt,104,PO_INIT_WH001,Initial stock-up
MOV00000554,2026-04-01,SKU01139,WH002,receipt,121,PO_INIT_WH002,Initial stock-up
MOV00000555,2026-04-01,SKU01139,WH003,receipt,134,PO_INIT_WH003,Initial stock-up
MOV00000556,2026-04-01,SKU01139,WH004,receipt,164,PO_INIT_WH004,Initial stock-up
MOV00000557,2026-04-01,SKU01140,WH001,receipt,108,PO_INIT_WH001,Initial stock-up
MOV00000558,2026-04-01,SKU01140,WH002,receipt,187,PO_INIT_WH002,Initial stock-up
MOV00000559,2026-04-01,SKU01140,WH003,receipt,131,PO_INIT_WH003,Initial stock-up
MOV00000560,2026-04-01,SKU01140,WH004,receipt,92,PO_INIT_WH004,Initial stock-up
MOV00000561,2026-04-01,SKU01141,WH001,receipt,129,PO_INIT_WH001,Initial stock-up
MOV00000562,2026-04-01,SKU01141,WH002,receipt,70,PO_INIT_WH002,Initial stock-up
MOV00000563,2026-04-01,SKU01141,WH003,receipt,55,PO_INIT_WH003,Initial stock-up
MOV00000564,2026-04-01,SKU01141,WH004,receipt,193,PO_INIT_WH004,Initial stock-up
MOV00000565,2026-04-01,SKU01142,WH001,receipt,105,PO_INIT_WH001,Initial stock-up
MOV00000566,2026-04-01,SKU01142,WH002,receipt,60,PO_INIT_WH002,Initial stock-up
MOV00000567,2026-04-01,SKU01142,WH003,receipt,200,PO_INIT_WH003,Initial stock-up
MOV00000568,2026-04-01,SKU01142,WH004,receipt,63,PO_INIT_WH004,Initial stock-up
