snapshot_date,sku,warehouse_id,reported_qty,snapshot_source,snapshot_taken_at
2026-04-01,SKU01101,WH004,110,ERP,2026-04-01 23:55:00
2026-04-01,SKU01102,WH001,71,ERP,2026-04-01 23:55:00
2026-04-01,SKU01102,WH002,53,ERP,2026-04-01 23:55:00
2026-04-01,SKU01102,WH003,134,ERP,2026-04-01 23:55:00
2026-04-01,SKU01102,WH004,108,ERP,2026-04-01 23:55:00
2026-04-01,SKU01103,WH001,121,ERP,2026-04-01 23:55:00
2026-04-01,SKU01103,WH002,152,ERP,2026-04-01 23:55:00
2026-04-01,SKU01103,WH003,64,ERP,2026-04-01 23:55:00
2026-04-01,SKU01103,WH004,152,ERP,2026-04-01 23:55:00
2026-04-01,SKU01104,WH001,137,ERP,2026-04-01 23:55:00
2026-04-01,SKU01104,WH002,127,ERP,2026-04-01 23:55:00
2026-04-01,SKU01104,WH003,145,ERP,2026-04-01 23:55:00
2026-04-01,SKU01104,WH004,126,ERP,2026-04-01 23:55:00
2026-04-01,SKU01105,WH001,163,ERP,2026-04-01 23:55:00
2026-04-01,SKU01105,WH002,61,ERP,2026-04-01 23:55:00
2026-04-01,SKU01105,WH003,141,ERP,2026-04-01 23:55:00
2026-04-01,SKU01105,WH004,148,ERP,2026-04-01 23:55:00
2026-04-01,SKU01106,WH001,165,ERP,2026-04-01 23:55:00
2026-04-01,SKU01106,WH002,86,ERP,2026-04-01 23:55:00
2026-04-01,SKU01106,WH003,184,ERP,2026-04-01 23:55:00
2026-04-01,SKU01106,WH004,145,ERP,2026-04-01 23:55:00
2026-04-01,SKU01107,WH001,111,ERP,2026-04-01 23:55:00
2026-04-01,SKU01107,WH002,154,ERP,2026-04-01 23:55:00
2026-04-01,SKU01107,WH003,171,ERP,2026-04-01 23:55:00
2026-04-01,SKU01107,WH004,119,ERP,2026-04-01 23:55:00
2026-04-01,SKU01108,WH001,148,ERP,2026-04-01 23:55:00
2026-04-01,SKU01108,WH002,78,ERP,2026-04-01 23:55:00
2026-04-01,SKU01108,WH003,87,ERP,2026-04-01 23:55:00
2026-04-01,SKU01108,WH004,185,ERP,2026-04-01 23:55:00
2026-04-01,SKU01109,WH001,152,ERP,2026-04-01 23:55:00
2026-04-01,SKU01109,WH002,172,ERP,2026-04-01 23:55:00
2026-04-01,SKU01109,WH003,59,ERP,2026-04-01 23:55:00
2026-04-01,SKU01109,WH004,150,ERP,2026-04-01 23:55:00
2026-04-01,SKU01110,WH001,188,ERP,2026-04-01 23:55:00
2026-04-01,SKU01110,WH002,118,ERP,2026-04-01 23:55:00
2026-04-01,SKU01110,WH003,182,ERP,2026-04-01 23:55:00
2026-04-01,SKU01110,WH004,78,ERP,2026-04-01 23:55:00
2026-04-01,SKU01111,WH001,103,ERP,2026-04-01 23:55:00
2026-04-01,SKU01111,WH002,169,ERP,2026-04-01 23:55:00
2026-04-01,SKU01111,WH003,176,ERP,2026-04-01 23:55:00
2026-04-01,SKU01111,WH004,113,ERP,2026-04-01 23:55:00
2026-04-01,SKU01112,WH001,105,ERP,2026-04-01 23:55:00
2026-04-01,SKU01112,WH002,135,ERP,2026-04-01 23:55:00
2026-04-01,SKU01112,WH003,190,ERP,2026-04-01 23:55:00
2026-04-01,SKU01112,WH004,180,ERP,2026-04-01 23:55:00
2026-04-01,SKU01113,WH001,198,ERP,2026-04-01 23:55:00
2026-04-01,SKU01113,WH002,91,ERP,2026-04-01 23:55:00
2026-04-01,SKU01113,WH003,107,ERP,2026-04-01 23:55:00
2026-04-01,SKU01113,WH004,49,ERP,2026-04-01 23:55:00
2026-04-01,SKU01114,WH001,81,ERP,2026-04-01 23:55:00
2026-04-01,SKU01114,WH002,159,ERP,2026-04-01 23:55:00
2026-04-01,SKU01114,WH003,55,ERP,2026-04-01 23:55:00
2026-04-01,SKU01114,WH004,98,ERP,2026-04-01 23:55:00
2026-04-01,SKU01115,WH001,64,ERP,2026-04-01 23:55:00
2026-04-01,SKU01115,WH002,98,ERP,2026-04-01 23:55:00
2026-04-01,SKU01115,WH003,173,ERP,2026-04-01 23:55:00
2026-04-01,SKU01115,WH004,189,ERP,2026-04-01 23:55:00
2026-04-01,SKU01116,WH001,48,ERP,2026-04-01 23:55:00
2026-04-01,SKU01116,WH002,118,ERP,2026-04-01 23:55:00
2026-04-01,SKU01116,WH003,190,ERP,2026-04-01 23:55:00
2026-04-01,SKU01116,WH004,50,ERP,2026-04-01 23:55:00
2026-04-01,SKU01117,WH001,128,ERP,2026-04-01 23:55:00
2026-04-01,SKU01117,WH002,196,ERP,2026-04-01 23:55:00
2026-04-01,SKU01117,WH003,120,ERP,2026-04-01 23:55:00
2026-04-01,SKU01117,WH004,159,ERP,2026-04-01 23:55:00
2026-04-01,SKU01118,WH002,121,ERP,2026-04-01 23:55:00
2026-04-01,SKU01118,WH003,122,ERP,2026-04-01 23:55:00
2026-04-01,SKU01118,WH004,150,ERP,2026-04-01 23:55:00
2026-04-01,SKU01119,WH002,93,ERP,2026-04-01 23:55:00
2026-04-01,SKU01119,WH003,104,ERP,2026-04-01 23:55:00
2026-04-01,SKU01119,WH004,59,ERP,2026-04-01 23:55:00
2026-04-01,SKU01120,WH001,59,ERP,2026-04-01 23:55:00
2026-04-01,SKU01120,WH002,150,ERP,2026-04-01 23:55:00
2026-04-01,SKU01120,WH003,128,ERP,2026-04-01 23:55:00
2026-04-01,SKU01120,WH004,78,ERP,2026-04-01 23:55:00
2026-04-01,SKU01121,WH001,131,ERP,2026-04-01 23:55:00
2026-04-01,SKU01121,WH002,177,ERP,2026-04-01 23:55:00
2026-04-01,SKU01121,WH003,102,ERP,2026-04-01 23:55:00
2026-04-01,SKU01121,WH004,198,ERP,2026-04-01 23:55:00
2026-04-01,SKU01122,WH001,163,ERP,2026-04-01 23:55:00
2026-04-01,SKU01122,WH002,141,ERP,2026-04-01 23:55:00
2026-04-01,SKU01122,WH003,55,ERP,2026-04-01 23:55:00
2026-04-01,SKU01122,WH004,64,ERP,2026-04-01 23:55:00
2026-04-01,SKU01123,WH001,191,ERP,2026-04-01 23:55:00
2026-04-01,SKU01123,WH003,125,ERP,2026-04-01 23:55:00
2026-04-01,SKU01123,WH004,192,ERP,2026-04-01 23:55:00
2026-04-01,SKU01124,WH001,132,ERP,2026-04-01 23:55:00
2026-04-01,SKU01124,WH002,151,ERP,2026-04-01 23:55:00
2026-04-01,SKU01124,WH003,164,ERP,2026-04-01 23:55:00
2026-04-01,SKU01124,WH004,122,ERP,2026-04-01 23:55:00
2026-04-01,SKU01125,WH001,116,ERP,2026-04-01 23:55:00
2026-04-01,SKU01125,WH002,146,ERP,2026-04-01 23:55:00
2026-04-01,SKU01125,WH003,80,ERP,2026-04-01 23:55:00
2026-04-01,SKU01125,WH004,81,ERP,2026-04-01 23:55:00
2026-04-01,SKU01126,WH001,85,ERP,2026-04-01 23:55:00
2026-04-01,SKU01126,WH002,124,ERP,2026-04-01 23:55:00
2026-04-01,SKU01126,WH003,114,ERP,2026-04-01 23:55:00
2026-04-01,SKU01126,WH004,167,ERP,2026-04-01 23:55:00
2026-04-01,SKU01127,WH001,95,ERP,2026-04-01 23:55:00
2026-04-01,SKU01127,WH002,151,ERP,2026-04-01 23:55:00
2026-04-01,SKU01127,WH003,169,ERP,2026-04-01 23:55:00
2026-04-01,SKU01127,WH004,69,ERP,2026-04-01 23:55:00
2026-04-01,SKU01128,WH001,129,ERP,2026-04-01 23:55:00
2026-04-01,SKU01128,WH002,149,ERP,2026-04-01 23:55:00
2026-04-01,SKU01128,WH003,190,ERP,2026-04-01 23:55:00
2026-04-01,SKU01128,WH004,69,ERP,2026-04-01 23:55:00
2026-04-01,SKU01129,WH001,153,ERP,2026-04-01 23:55:00
2026-04-01,SKU01129,WH002,177,ERP,2026-04-01 23:55:00
2026-04-01,SKU01129,WH003,184,ERP,2026-04-01 23:55:00
2026-04-01,SKU01129,WH004,86,ERP,2026-04-01 23:55:00
2026-04-01,SKU01130,WH001,112,ERP,2026-04-01 23:55:00
2026-04-01,SKU01130,WH002,102,ERP,2026-04-01 23:55:00
2026-04-01,SKU01130,WH003,55,ERP,2026-04-01 23:55:00
2026-04-01,SKU01130,WH004,74,ERP,2026-04-01 23:55:00
2026-04-01,SKU01131,WH001,102,ERP,2026-04-01 23:55:00
2026-04-01,SKU01131,WH002,180,ERP,2026-04-01 23:55:00
2026-04-01,SKU01131,WH003,185,ERP,2026-04-01 23:55:00
2026-04-01,SKU01131,WH004,72,ERP,2026-04-01 23:55:00
2026-04-01,SKU01132,WH001,176,ERP,2026-04-01 23:55:00
2026-04-01,SKU01132,WH002,114,ERP,2026-04-01 23:55:00
2026-04-01,SKU01132,WH003,200,ERP,2026-04-01 23:55:00
2026-04-01,SKU01132,WH004,199,ERP,2026-04-01 23:55:00
2026-04-01,SKU01133,WH001,128,ERP,2026-04-01 23:55:00
2026-04-01,SKU01133,WH002,168,ERP,2026-04-01 23:55:00
2026-04-01,SKU01133,WH003,206,ERP,2026-04-01 23:55:00
2026-04-01,SKU01133,WH004,121,ERP,2026-04-01 23:55:00
2026-04-01,SKU01134,WH001,148,ERP,2026-04-01 23:55:00
2026-04-01,SKU01134,WH002,153,ERP,2026-04-01 23:55:00
2026-04-01,SKU01134,WH003,128,ERP,2026-04-01 23:55:00
2026-04-01,SKU01134,WH004,153,ERP,2026-04-01 23:55:00
2026-04-01,SKU01135,WH001,193,ERP,2026-04-01 23:55:00
2026-04-01,SKU01135,WH002,81,ERP,2026-04-01 23:55:00
2026-04-01,SKU01135,WH003,110,ERP,2026-04-01 23:55:00
2026-04-01,SKU01135,WH004,89,ERP,2026-04-01 23:55:00
2026-04-01,SKU01136,WH002,95,ERP,2026-04-01 23:55:00
2026-04-01,SKU01136,WH003,180,ERP,2026-04-01 23:55:00
2026-04-01,SKU01136,WH004,141,ERP,2026-04-01 23:55:00
2026-04-01,SKU01137,WH001,132,ERP,2026-04-01 23:55:00
2026-04-01,SKU01137,WH002,114,ERP,2026-04-01 23:55:00
2026-04-01,SKU01137,WH003,181,ERP,2026-04-01 23:55:00
2026-04-01,SKU01137,WH004,166,ERP,2026-04-01 23:55:00
2026-04-01,SKU01138,WH001,141,ERP,2026-04-01 23:55:00
2026-04-01,SKU01138,WH002,63,ERP,2026-04-01 23:55:00
2026-04-01,SKU01138,WH003,195,ERP,2026-04-01 23:55:00
2026-04-01,SKU01138,WH004,90,ERP,2026-04-01 23:55:00
2026-04-01,SKU01139,WH001,104,ERP,2026-04-01 23:55:00
2026-04-01,SKU01139,WH002,121,ERP,2026-04-01 23:55:00
2026-04-01,SKU01139,WH003,134,ERP,2026-04-01 23:55:00
2026-04-01,SKU01139,WH004,164,ERP,2026-04-01 23:55:00
2026-04-01,SKU01140,WH001,105,ERP,2026-04-01 23:55:00
2026-04-01,SKU01140,WH002,187,ERP,2026-04-01 23:55:00
2026-04-01,SKU01140,WH003,131,ERP,2026-04-01 23:55:00
2026-04-01,SKU01140,WH004,92,ERP,2026-04-01 23:55:00
2026-04-01,SKU01141,WH001,129,ERP,2026-04-01 23:55:00
2026-04-01,SKU01141,WH002,82,ERP,2026-04-01 23:55:00
2026-04-01,SKU01141,WH003,55,ERP,2026-04-01 23:55:00
2026-04-01,SKU01141,WH004,191,ERP,2026-04-01 23:55:00
2026-04-01,SKU01142,WH001,104,ERP,2026-04-01 23:55:00
2026-04-01,SKU01142,WH002,60,ERP,2026-04-01 23:55:00
2026-04-01,SKU01142,WH003,200,ERP,2026-04-01 23:55:00
2026-04-01,SKU01142,WH004,63,ERP,2026-04-01 23:55:00
2026-04-01,SKU01143,WH001,187,ERP,2026-04-01 23:55:00
2026-04-01,SKU01143,WH002,193,ERP,2026-04-01 23:55:00
2026-04-01,SKU01143,WH003,106,ERP,2026-04-01 23:55:00
2026-04-01,SKU01143,WH004,76,ERP,2026-04-01 23:55:00
2026-04-01,SKU01144,WH001,68,ERP,2026-04-01 23:55:00
2026-04-01,SKU01144,WH002,58,ERP,2026-04-01 23:55:00
2026-04-01,SKU01144,WH003,69,ERP,2026-04-01 23:55:00
2026-04-01,SKU01144,WH004,88,ERP,2026-04-01 23:55:00
2026-04-01,SKU01145,WH001,75,ERP,2026-04-01 23:55:00
2026-04-01,SKU01145,WH002,196,ERP,2026-04-01 23:55:00
2026-04-01,SKU01145,WH003,89,ERP,2026-04-01 23:55:00
2026-04-01,SKU01145,WH004,105,ERP,2026-04-01 23:55:00
2026-04-01,SKU01146,WH001,193,ERP,2026-04-01 23:55:00
2026-04-01,SKU01146,WH002,147,ERP,2026-04-01 23:55:00
2026-04-01,SKU01146,WH003,189,ERP,2026-04-01 23:55:00
2026-04-01,SKU01146,WH004,75,ERP,2026-04-01 23:55:00
2026-04-01,SKU01147,WH001,114,ERP,2026-04-01 23:55:00
2026-04-01,SKU01147,WH002,128,ERP,2026-04-01 23:55:00
2026-04-01,SKU01147,WH003,160,ERP,2026-04-01 23:55:00
2026-04-01,SKU01147,WH004,69,ERP,2026-04-01 23:55:00
2026-04-01,SKU01148,WH001,174,ERP,2026-04-01 23:55:00
2026-04-01,SKU01148,WH002,89,ERP,2026-04-01 23:55:00
2026-04-01,SKU01148,WH003,181,ERP,2026-04-01 23:55:00
2026-04-01,SKU01148,WH004,199,ERP,2026-04-01 23:55:00
2026-04-01,SKU01149,WH001,99,ERP,2026-04-01 23:55:00
2026-04-01,SKU01149,WH002,178,ERP,2026-04-01 23:55:00
2026-04-01,SKU01149,WH003,198,ERP,2026-04-01 23:55:00
2026-04-01,SKU01149,WH004,170,ERP,2026-04-01 23:55:00
2026-04-01,SKU01150,WH001,182,ERP,2026-04-01 23:55:00
2026-04-01,SKU01150,WH002,184,ERP,2026-04-01 23:55:00
2026-04-01,SKU01150,WH003,87,ERP,2026-04-01 23:55:00
2026-04-01,SKU01150,WH004,198,ERP,2026-04-01 23:55:00
2026-04-01,SKU01151,WH001,170,ERP,2026-04-01 23:55:00
2026-04-01,SKU01151,WH002,182,ERP,2026-04-01 23:55:00
2026-04-01,SKU01151,WH003,71,ERP,2026-04-01 23:55:00
2026-04-01,SKU01151,WH004,163,ERP,2026-04-01 23:55:00
2026-04-01,SKU01152,WH001,59,ERP,2026-04-01 23:55:00
2026-04-01,SKU01152,WH002,170,ERP,2026-04-01 23:55:00
2026-04-01,SKU01152,WH003,69,ERP,2026-04-01 23:55:00
2026-04-01,SKU01152,WH004,100,ERP,2026-04-01 23:55:00
2026-04-01,SKU01153,WH001,136,ERP,2026-04-01 23:55:00
2026-04-01,SKU01153,WH002,127,ERP,2026-04-01 23:55:00
2026-04-01,SKU01153,WH003,169,ERP,2026-04-01 23:55:00
2026-04-01,SKU01153,WH004,160,ERP,2026-04-01 23:55:00
2026-04-01,SKU01154,WH001,116,ERP,2026-04-01 23:55:00
2026-04-01,SKU01154,WH002,75,ERP,2026-04-01 23:55:00
2026-04-01,SKU01154,WH003,151,ERP,2026-04-01 23:55:00
2026-04-01,SKU01154,WH004,185,ERP,2026-04-01 23:55:00
2026-04-01,SKU01155,WH001,180,ERP,2026-04-01 23:55:00
2026-04-01,SKU01155,WH002,168,ERP,2026-04-01 23:55:00
2026-04-01,SKU01155,WH003,111,ERP,2026-04-01 23:55:00
2026-04-01,SKU01156,WH001,183,ERP,2026-04-01 23:55:00
2026-04-01,SKU01156,WH002,78,ERP,2026-04-01 23:55:00
2026-04-01,SKU01156,WH003,92,ERP,2026-04-01 23:55:00
2026-04-01,SKU01156,WH004,174,ERP,2026-04-01 23:55:00
2026-04-01,SKU01157,WH001,62,ERP,2026-04-01 23:55:00
2026-04-01,SKU01157,WH002,89,ERP,2026-04-01 23:55:00
2026-04-01,SKU01157,WH003,82,ERP,2026-04-01 23:55:00
2026-04-01,SKU01157,WH004,108,ERP,2026-04-01 23:55:00
2026-04-01,SKU01158,WH001,90,ERP,2026-04-01 23:55:00
2026-04-01,SKU01158,WH002,72,ERP,2026-04-01 23:55:00
2026-04-01,SKU01158,WH003,162,ERP,2026-04-01 23:55:00
2026-04-01,SKU01158,WH004,52,ERP,2026-04-01 23:55:00
2026-04-01,SKU01159,WH001,188,ERP,2026-04-01 23:55:00
2026-04-01,SKU01159,WH002,162,ERP,2026-04-01 23:55:00
2026-04-01,SKU01159,WH003,150,ERP,2026-04-01 23:55:00
2026-04-01,SKU01159,WH004,182,ERP,2026-04-01 23:55:00
2026-04-01,SKU01160,WH001,73,ERP,2026-04-01 23:55:00
2026-04-01,SKU01160,WH002,189,ERP,2026-04-01 23:55:00
2026-04-01,SKU01160,WH003,195,ERP,2026-04-01 23:55:00
2026-04-01,SKU01160,WH004,143,ERP,2026-04-01 23:55:00
2026-04-01,SKU01161,WH001,138,ERP,2026-04-01 23:55:00
2026-04-01,SKU01161,WH002,150,ERP,2026-04-01 23:55:00
2026-04-01,SKU01161,WH003,192,ERP,2026-04-01 23:55:00
2026-04-01,SKU01161,WH004,112,ERP,2026-04-01 23:55:00
2026-04-01,SKU01162,WH001,156,ERP,2026-04-01 23:55:00
2026-04-01,SKU01162,WH002,114,ERP,2026-04-01 23:55:00
2026-04-01,SKU01162,WH003,165,ERP,2026-04-01 23:55:00
2026-04-01,SKU01162,WH004,85,ERP,2026-04-01 23:55:00
2026-04-01,SKU01163,WH001,64,ERP,2026-04-01 23:55:00
2026-04-01,SKU01163,WH002,108,ERP,2026-04-01 23:55:00
2026-04-01,SKU01163,WH003,183,ERP,2026-04-01 23:55:00
2026-04-01,SKU01163,WH004,196,ERP,2026-04-01 23:55:00
2026-04-01,SKU01164,WH001,164,ERP,2026-04-01 23:55:00
2026-04-01,SKU01164,WH002,82,ERP,2026-04-01 23:55:00
2026-04-01,SKU01164,WH003,179,ERP,2026-04-01 23:55:00
2026-04-01,SKU01164,WH004,83,ERP,2026-04-01 23:55:00
2026-04-01,SKU01165,WH001,172,ERP,2026-04-01 23:55:00
2026-04-01,SKU01165,WH002,140,ERP,2026-04-01 23:55:00
2026-04-01,SKU01165,WH003,153,ERP,2026-04-01 23:55:00
2026-04-01,SKU01165,WH004,195,ERP,2026-04-01 23:55:00
2026-04-01,SKU01166,WH001,89,ERP,2026-04-01 23:55:00
2026-04-01,SKU01166,WH002,173,ERP,2026-04-01 23:55:00
2026-04-01,SKU01166,WH003,196,ERP,2026-04-01 23:55:00
2026-04-01,SKU01166,WH004,112,ERP,2026-04-01 23:55:00
2026-04-01,SKU01167,WH001,178,ERP,2026-04-01 23:55:00
2026-04-01,SKU01167,WH002,54,ERP,2026-04-01 23:55:00
2026-04-01,SKU01167,WH003,194,ERP,2026-04-01 23:55:00
2026-04-01,SKU01167,WH004,115,ERP,2026-04-01 23:55:00
2026-04-01,SKU01168,WH001,124,ERP,2026-04-01 23:55:00
2026-04-01,SKU01168,WH002,134,ERP,2026-04-01 23:55:00
2026-04-01,SKU01168,WH003,147,ERP,2026-04-01 23:55:00
2026-04-01,SKU01168,WH004,177,ERP,2026-04-01 23:55:00
2026-04-01,SKU01169,WH001,123,ERP,2026-04-01 23:55:00
2026-04-01,SKU01169,WH002,69,ERP,2026-04-01 23:55:00
2026-04-01,SKU01169,WH003,163,ERP,2026-04-01 23:55:00
2026-04-01,SKU01169,WH004,113,ERP,2026-04-01 23:55:00
2026-04-01,SKU01170,WH001,171,ERP,2026-04-01 23:55:00
2026-04-01,SKU01170,WH002,100,ERP,2026-04-01 23:55:00
2026-04-01,SKU01170,WH003,167,ERP,2026-04-01 23:55:00
2026-04-01,SKU01170,WH004,106,ERP,2026-04-01 23:55:00
2026-04-01,SKU01171,WH001,58,ERP,2026-04-01 23:55:00
2026-04-01,SKU01171,WH002,61,ERP,2026-04-01 23:55:00
2026-04-01,SKU01171,WH003,106,ERP,2026-04-01 23:55:00
2026-04-01,SKU01171,WH004,84,ERP,2026-04-01 23:55:00
2026-04-01,SKU01172,WH001,196,ERP,2026-04-01 23:55:00
2026-04-01,SKU01172,WH002,149,ERP,2026-04-01 23:55:00
2026-04-01,SKU01172,WH003,126,ERP,2026-04-01 23:55:00
2026-04-01,SKU01172,WH004,193,ERP,2026-04-01 23:55:00
2026-04-01,SKU01173,WH001,137,ERP,2026-04-01 23:55:00
2026-04-01,SKU01173,WH002,136,ERP,2026-04-01 23:55:00
2026-04-01,SKU01173,WH003,151,ERP,2026-04-01 23:55:00
2026-04-01,SKU01173,WH004,195,ERP,2026-04-01 23:55:00
2026-04-01,SKU01174,WH001,199,ERP,2026-04-01 23:55:00
2026-04-01,SKU01174,WH002,116,ERP,2026-04-01 23:55:00
2026-04-01,SKU01174,WH003,90,ERP,2026-04-01 23:55:00
2026-04-01,SKU01174,WH004,117,ERP,2026-04-01 23:55:00
2026-04-01,SKU01175,WH001,146,ERP,2026-04-01 23:55:00
2026-04-01,SKU01175,WH002,175,ERP,2026-04-01 23:55:00
2026-04-01,SKU01175,WH003,139,ERP,2026-04-01 23:55:00
2026-04-01,SKU01175,WH004,97,ERP,2026-04-01 23:55:00
2026-04-01,SKU01176,WH001,156,ERP,2026-04-01 23:55:00
2026-04-01,SKU01176,WH002,151,ERP,2026-04-01 23:55:00
2026-04-01,SKU01176,WH003,181,ERP,2026-04-01 23:55:00
2026-04-01,SKU01176,WH004,70,ERP,2026-04-01 23:55:00
2026-04-01,SKU01177,WH001,192,ERP,2026-04-01 23:55:00
2026-04-01,SKU01177,WH002,180,ERP,2026-04-01 23:55:00
2026-04-01,SKU01177,WH003,81,ERP,2026-04-01 23:55:00
2026-04-01,SKU01177,WH004,53,ERP,2026-04-01 23:55:00
2026-04-01,SKU01178,WH001,136,ERP,2026-04-01 23:55:00
2026-04-01,SKU01178,WH002,95,ERP,2026-04-01 23:55:00
2026-04-01,SKU01178,WH003,111,ERP,2026-04-01 23:55:00
2026-04-01,SKU01178,WH004,61,ERP,2026-04-01 23:55:00
2026-04-01,SKU01179,WH001,49,ERP,2026-04-01 23:55:00
2026-04-01,SKU01179,WH002,107,ERP,2026-04-01 23:55:00
2026-04-01,SKU01179,WH003,118,ERP,2026-04-01 23:55:00
2026-04-01,SKU01179,WH004,96,ERP,2026-04-01 23:55:00
2026-04-01,SKU01180,WH001,64,ERP,2026-04-01 23:55:00
2026-04-01,SKU01180,WH002,70,ERP,2026-04-01 23:55:00
2026-04-01,SKU01180,WH003,80,ERP,2026-04-01 23:55:00
2026-04-01,SKU01180,WH004,74,ERP,2026-04-01 23:55:00
2026-04-01,SKU01181,WH001,195,ERP,2026-04-01 23:55:00
2026-04-01,SKU01181,WH002,188,ERP,2026-04-01 23:55:00
2026-04-01,SKU01181,WH003,96,ERP,2026-04-01 23:55:00
2026-04-01,SKU01181,WH004,181,ERP,2026-04-01 23:55:00
2026-04-01,SKU01182,WH001,83,ERP,2026-04-01 23:55:00
2026-04-01,SKU01182,WH003,127,ERP,2026-04-01 23:55:00
2026-04-01,SKU01182,WH004,161,ERP,2026-04-01 23:55:00
2026-04-01,SKU01183,WH001,127,ERP,2026-04-01 23:55:00
2026-04-01,SKU01183,WH002,95,ERP,2026-04-01 23:55:00
2026-04-01,SKU01183,WH003,104,ERP,2026-04-01 23:55:00
2026-04-01,SKU01183,WH004,71,ERP,2026-04-01 23:55:00
2026-04-01,SKU01184,WH001,93,ERP,2026-04-01 23:55:00
2026-04-01,SKU01184,WH002,89,ERP,2026-04-01 23:55:00
2026-04-01,SKU01184,WH003,84,ERP,2026-04-01 23:55:00
2026-04-01,SKU01184,WH004,124,ERP,2026-04-01 23:55:00
2026-04-01,SKU01185,WH001,51,ERP,2026-04-01 23:55:00
2026-04-01,SKU01185,WH002,149,ERP,2026-04-01 23:55:00
2026-04-01,SKU01185,WH003,111,ERP,2026-04-01 23:55:00
2026-04-01,SKU01185,WH004,120,ERP,2026-04-01 23:55:00
2026-04-01,SKU01186,WH001,135,ERP,2026-04-01 23:55:00
2026-04-01,SKU01186,WH002,60,ERP,2026-04-01 23:55:00
2026-04-01,SKU01186,WH004,67,ERP,2026-04-01 23:55:00
2026-04-01,SKU01187,WH001,93,ERP,2026-04-01 23:55:00
2026-04-01,SKU01187,WH002,163,ERP,2026-04-01 23:55:00
2026-04-01,SKU01187,WH003,153,ERP,2026-04-01 23:55:00
2026-04-01,SKU01187,WH004,130,ERP,2026-04-01 23:55:00
2026-04-01,SKU01188,WH001,87,ERP,2026-04-01 23:55:00
2026-04-01,SKU01188,WH002,194,ERP,2026-04-01 23:55:00
2026-04-01,SKU01188,WH003,150,ERP,2026-04-01 23:55:00
2026-04-01,SKU01188,WH004,173,ERP,2026-04-01 23:55:00
2026-04-01,SKU01189,WH001,181,ERP,2026-04-01 23:55:00
2026-04-01,SKU01189,WH002,91,ERP,2026-04-01 23:55:00
2026-04-01,SKU01189,WH003,148,ERP,2026-04-01 23:55:00
2026-04-01,SKU01189,WH004,70,ERP,2026-04-01 23:55:00
2026-04-01,SKU01190,WH001,173,ERP,2026-04-01 23:55:00
2026-04-01,SKU01190,WH002,91,ERP,2026-04-01 23:55:00
2026-04-01,SKU01190,WH003,185,ERP,2026-04-01 23:55:00
2026-04-01,SKU01190,WH004,80,ERP,2026-04-01 23:55:00
2026-04-01,SKU01191,WH001,165,ERP,2026-04-01 23:55:00
2026-04-01,SKU01191,WH003,142,ERP,2026-04-01 23:55:00
2026-04-01,SKU01191,WH004,168,ERP,2026-04-01 23:55:00
2026-04-01,SKU01192,WH001,73,ERP,2026-04-01 23:55:00
2026-04-01,SKU01192,WH002,120,ERP,2026-04-01 23:55:00
2026-04-01,SKU01192,WH003,189,ERP,2026-04-01 23:55:00
2026-04-01,SKU01192,WH004,115,ERP,2026-04-01 23:55:00
2026-04-01,SKU01193,WH001,150,ERP,2026-04-01 23:55:00
2026-04-01,SKU01193,WH002,79,ERP,2026-04-01 23:55:00
2026-04-01,SKU01193,WH003,53,ERP,2026-04-01 23:55:00
2026-04-01,SKU01193,WH004,129,ERP,2026-04-01 23:55:00
2026-04-01,SKU01194,WH001,173,ERP,2026-04-01 23:55:00
2026-04-01,SKU01194,WH002,124,ERP,2026-04-01 23:55:00
2026-04-01,SKU01194,WH004,98,ERP,2026-04-01 23:55:00
2026-04-01,SKU01195,WH001,194,ERP,2026-04-01 23:55:00
2026-04-01,SKU01195,WH002,187,ERP,2026-04-01 23:55:00
2026-04-01,SKU01195,WH003,95,ERP,2026-04-01 23:55:00
2026-04-01,SKU01195,WH004,54,ERP,2026-04-01 23:55:00
2026-04-01,SKU01196,WH001,146,ERP,2026-04-01 23:55:00
2026-04-01,SKU01196,WH002,182,ERP,2026-04-01 23:55:00
2026-04-01,SKU01196,WH003,131,ERP,2026-04-01 23:55:00
2026-04-01,SKU01196,WH004,190,ERP,2026-04-01 23:55:00
2026-04-01,SKU01197,WH001,99,ERP,2026-04-01 23:55:00
2026-04-01,SKU01197,WH002,107,ERP,2026-04-01 23:55:00
2026-04-01,SKU01197,WH003,93,ERP,2026-04-01 23:55:00
2026-04-01,SKU01197,WH004,65,ERP,2026-04-01 23:55:00
2026-04-01,SKU01198,WH001,67,ERP,2026-04-01 23:55:00
2026-04-01,SKU01198,WH002,60,ERP,2026-04-01 23:55:00
2026-04-01,SKU01198,WH003,107,ERP,2026-04-01 23:55:00
2026-04-01,SKU01198,WH004,59,ERP,2026-04-01 23:55:00
2026-04-01,SKU01199,WH001,153,ERP,2026-04-01 23:55:00
2026-04-01,SKU01199,WH002,102,ERP,2026-04-01 23:55:00
2026-04-01,SKU01199,WH003,104,ERP,2026-04-01 23:55:00
2026-04-01,SKU01199,WH004,74,ERP,2026-04-01 23:55:00
2026-04-01,SKU01200,WH001,192,ERP,2026-04-01 23:55:00
2026-04-01,SKU01200,WH003,98,ERP,2026-04-01 23:55:00
2026-04-01,SKU01200,WH004,182,ERP,2026-04-01 23:55:00
